x,y,event,description,ordinalNum
-78.0,-35.0,Shot,Matt Roy Slap Shot saved by Braden Holtby,3rd
-71.0,-30.0,Shot,Sean Walker Slap Shot saved by Braden Holtby,3rd
-47.0,-30.0,Shot,Viktor Arvidsson Slap Shot saved by Braden Holtby,3rd
-53.0,-26.0,Shot,Dustin Brown Wrist Shot saved by Braden Holtby,3rd
-41.0,1.0,Shot,Phillip Danault Wrist Shot saved by Braden Holtby,3rd
-68.0,30.0,Shot,Blake Lizotte Slap Shot saved by Braden Holtby,3rd
-78.0,2.0,Shot,Viktor Arvidsson Wrist Shot saved by Braden Holtby,3rd
-84.0,-12.0,Missed Shot,Viktor Arvidsson Wide of Net Braden Holtby,3rd
-38.0,1.0,Missed Shot,Matt Roy Wide of Net Braden Holtby,3rd
-78.0,7.0,Missed Shot,Viktor Arvidsson Wide of Net Braden Holtby,OT
-75.0,6.0,Missed Shot,Phillip Danault Wide of Net Braden Holtby,OT
-80.0,-1.0,Shot,Dustin Brown Backhand saved by Braden Holtby,OT
-69.0,-20.0,Shot,Dustin Brown Wrist Shot saved by Braden Holtby,OT
-75.0,-17.0,Shot,Sean Walker Wrist Shot saved by Braden Holtby,OT
-69.0,-13.0,Shot,Viktor Arvidsson Slap Shot saved by Braden Holtby,OT
-68.0,7.0,Missed Shot,Alex Iafallo Wide of Net Jordan Binnington,1st
-62.0,2.0,Shot,Adrian Kempe Wrist Shot saved by Jordan Binnington,1st
-74.0,2.0,Shot,Alex Iafallo Tip-In saved by Jordan Binnington,1st
-16.0,-32.0,Shot,Trevor Moore Wrist Shot saved by Jordan Binnington,1st
-16.0,33.0,Shot,Arthur Kaliyev Wrist Shot saved by Jordan Binnington,1st
-77.0,2.0,Shot,Arthur Kaliyev Wrist Shot saved by Jordan Binnington,1st
-58.0,-31.0,Shot,Sean Walker Wrist Shot saved by Jordan Binnington,1st
-39.0,-21.0,Shot,Trevor Moore Wrist Shot saved by Jordan Binnington,1st
-80.0,7.0,Shot,Arthur Kaliyev Backhand saved by Jordan Binnington,1st
-67.0,-17.0,Goal,Alex Iafallo (1) Wrist Shot, assists: Alexander Edler (1),1st
-72.0,18.0,Shot,Sean Walker Wrist Shot saved by Jordan Binnington,1st
-57.0,32.0,Shot,Matt Roy Wrist Shot saved by Jordan Binnington,1st
-78.0,-11.0,Shot,Alex Iafallo Wrist Shot saved by Jordan Binnington,1st
-74.0,-6.0,Missed Shot,Viktor Arvidsson Wide of Net Jordan Binnington,1st
-4.0,38.0,Shot,Gabriel Vilardi Wrist Shot saved by Jordan Binnington,1st
-35.0,31.0,Shot,Alexander Edler Wrist Shot saved by Jordan Binnington,2nd
-79.0,9.0,Shot,Anze Kopitar Wrist Shot saved by Jordan Binnington,2nd
-60.0,-15.0,Missed Shot,Sean Walker Over Net Jordan Binnington,2nd
-84.0,19.0,Missed Shot,Trevor Moore Wide of Net Jordan Binnington,2nd
-86.0,-17.0,Shot,Phillip Danault Backhand saved by Jordan Binnington,2nd
-58.0,23.0,Shot,Arthur Kaliyev Wrist Shot saved by Jordan Binnington,2nd
-86.0,-26.0,Missed Shot,Viktor Arvidsson Wide of Net Jordan Binnington,2nd
-84.0,-14.0,Shot,Gabriel Vilardi Wrist Shot saved by Jordan Binnington,2nd
-68.0,0.0,Missed Shot,Gabriel Vilardi Over Net Jordan Binnington,2nd
-49.0,26.0,Shot,Olli Maatta Wrist Shot saved by Jordan Binnington,2nd
-72.0,-26.0,Shot,Sean Walker Wrist Shot saved by Jordan Binnington,2nd
-76.0,1.0,Shot,Viktor Arvidsson Tip-In saved by Jordan Binnington,2nd
-38.0,27.0,Missed Shot,Matt Roy Wide of Net Jordan Binnington,2nd
-42.0,24.0,Shot,Alexander Edler Wrist Shot saved by Jordan Binnington,2nd
-44.0,14.0,Shot,Alexander Edler Wrist Shot saved by Jordan Binnington,2nd
-80.0,11.0,Shot,Carl Grundstrom Wrist Shot saved by Jordan Binnington,2nd
-59.0,8.0,Shot,Adrian Kempe Wrist Shot saved by Jordan Binnington,2nd
-40.0,-1.0,Missed Shot,Matt Roy Wide of Net Jordan Binnington,2nd
-49.0,-24.0,Missed Shot,Matt Roy Wide of Net Jordan Binnington,2nd
-79.0,-9.0,Goal,Dustin Brown (2) Wrist Shot, assists: Sean Walker (2), Viktor Arvidsson (3),3rd
-67.0,-13.0,Missed Shot,Olli Maatta Wide of Net Jordan Binnington,3rd
-76.0,12.0,Shot,Phillip Danault Backhand saved by Jordan Binnington,3rd
-70.0,8.0,Missed Shot,Alex Iafallo Wide of Net Jordan Binnington,3rd
-64.0,3.0,Shot,Arthur Kaliyev Wrist Shot saved by Jordan Binnington,3rd
-83.0,-7.0,Goal,Carl Grundstrom (1) Wrist Shot, assists: Alexander Edler (2), Blake Lizotte (1),3rd
-77.0,-14.0,Shot,Alex Iafallo Snap Shot saved by Jordan Binnington,3rd
-36.0,-22.0,Shot,Alexander Edler Slap Shot saved by Jordan Binnington,3rd
-72.0,-1.0,Shot,Alex Iafallo Wrist Shot saved by Jordan Binnington,3rd
-40.0,27.0,Missed Shot,Matt Roy Wide of Net Jordan Binnington,3rd
-77.0,2.0,Shot,Trevor Moore Tip-In saved by Jordan Binnington,3rd
-50.0,-25.0,Missed Shot,Carl Grundstrom Wide of Net Jordan Binnington,3rd
-73.0,-11.0,Shot,Carl Grundstrom Wrist Shot saved by Jordan Binnington,3rd
-79.0,-7.0,Shot,Arthur Kaliyev Tip-In saved by Jordan Binnington,3rd
-63.0,-25.0,Shot,Viktor Arvidsson Backhand saved by Ville Husso,1st
-67.0,-24.0,Shot,Dustin Brown Wrist Shot saved by Ville Husso,1st
-72.0,-26.0,Shot,Phillip Danault Wrist Shot saved by Ville Husso,1st
-68.0,-21.0,Shot,Viktor Arvidsson Wrist Shot saved by Ville Husso,1st
-68.0,13.0,Missed Shot,Anze Kopitar Wide of Net Ville Husso,1st
-72.0,-23.0,Shot,Tobias Bjornfot Wrist Shot saved by Ville Husso,1st
-52.0,18.0,Shot,Adrian Kempe Wrist Shot saved by Ville Husso,1st
-44.0,4.0,Shot,Alexander Edler Wrist Shot saved by Ville Husso,1st
-43.0,22.0,Missed Shot,Tobias Bjornfot Wide of Net Ville Husso,2nd
-87.0,6.0,Shot,Phillip Danault Wrap-around saved by Ville Husso,2nd
-57.0,11.0,Shot,Alex Iafallo Snap Shot saved by Ville Husso,2nd
-69.0,-29.0,Shot,Viktor Arvidsson Wrist Shot saved by Ville Husso,2nd
-78.0,-9.0,Shot,Rasmus Kupari Wrist Shot saved by Ville Husso,2nd
-81.0,-6.0,Shot,Adrian Kempe Tip-In saved by Ville Husso,2nd
-69.0,-4.0,Missed Shot,Carl Grundstrom Wide of Net Ville Husso,2nd
-42.0,19.0,Shot,Matt Roy Slap Shot saved by Ville Husso,2nd
-78.0,1.0,Shot,Dustin Brown Wrist Shot saved by Ville Husso,2nd
-61.0,-1.0,Shot,Alex Iafallo Wrist Shot saved by Ville Husso,2nd
-61.0,17.0,Shot,Arthur Kaliyev Wrist Shot saved by Ville Husso,2nd
-74.0,3.0,Missed Shot,Adrian Kempe Wide of Net Ville Husso,2nd
-52.0,18.0,Missed Shot,Alexander Edler Wide of Net Ville Husso,2nd
-41.0,-24.0,Shot,Matt Roy Wrist Shot saved by Ville Husso,2nd
-69.0,20.0,Shot,Dustin Brown Wrist Shot saved by Ville Husso,2nd
-51.0,-13.0,Shot,Mikey Anderson Slap Shot saved by Ville Husso,2nd
-73.0,11.0,Shot,Arthur Kaliyev Backhand saved by Ville Husso,3rd
-39.0,24.0,Missed Shot,Matt Roy Wide of Net Ville Husso,3rd
-75.0,1.0,Shot,Phillip Danault Backhand saved by Ville Husso,3rd
-54.0,-28.0,Shot,Viktor Arvidsson Slap Shot saved by Ville Husso,3rd
-77.0,5.0,Shot,Gabriel Vilardi Wrap-around saved by Ville Husso,3rd
-59.0,33.0,Shot,Arthur Kaliyev Slap Shot saved by Ville Husso,3rd
-75.0,-19.0,Shot,Phillip Danault Wrist Shot saved by Ville Husso,3rd
-51.0,-29.0,Shot,Anze Kopitar Wrist Shot saved by Ville Husso,3rd
-41.0,0.0,Shot,Matt Roy Wrist Shot saved by Ville Husso,3rd
-42.0,24.0,Missed Shot,Viktor Arvidsson Wide of Net Ville Husso,3rd
-54.0,0.0,Shot,Arthur Kaliyev Wrist Shot saved by Ville Husso,3rd
-69.0,19.0,Shot,Viktor Arvidsson Wrist Shot saved by Ville Husso,3rd
-79.0,-9.0,Shot,Dustin Brown Tip-In saved by Ville Husso,3rd
-39.0,26.0,Shot,Matt Roy Wrist Shot saved by Ville Husso,3rd
-65.0,5.0,Shot,Dustin Brown Tip-In saved by Ville Husso,3rd
-64.0,-28.0,Missed Shot,Adrian Kempe Wide of Net Ville Husso,3rd
-87.0,-9.0,Shot,Viktor Arvidsson Wrap-around saved by Ville Husso,3rd
-45.0,29.0,Shot,Anze Kopitar Wrist Shot saved by Ville Husso,3rd
-72.0,13.0,Missed Shot,Rasmus Kupari Wide of Net Ville Husso,3rd
-76.0,-35.0,Shot,Carl Grundstrom Snap Shot saved by Eric Comrie,1st
-76.0,-19.0,Shot,Phillip Danault Slap Shot saved by Eric Comrie,1st
-52.0,37.0,Shot,Trevor Moore Wrist Shot saved by Eric Comrie,1st
-62.0,-16.0,Shot,Alex Iafallo Wrist Shot saved by Eric Comrie,1st
-39.0,-25.0,Shot,Alex Iafallo Slap Shot saved by Eric Comrie,1st
-56.0,-34.0,Shot,Alex Iafallo Snap Shot saved by Eric Comrie,1st
-82.0,-3.0,Goal,Rasmus Kupari (1) Wrist Shot, assists: Arthur Kaliyev (2),1st
-62.0,-35.0,Missed Shot,Adrian Kempe Wide of Net Eric Comrie,1st
-51.0,21.0,Shot,Dustin Brown Wrist Shot saved by Eric Comrie,2nd
-86.0,9.0,Shot,Viktor Arvidsson Snap Shot saved by Eric Comrie,2nd
-80.0,4.0,Shot,Viktor Arvidsson Snap Shot saved by Eric Comrie,2nd
-35.0,35.0,Shot,Alexander Edler Wrist Shot saved by Eric Comrie,2nd
-63.0,8.0,Goal,Adrian Kempe (1) Snap Shot, assists: Phillip Danault (1), Alex Iafallo (3),2nd
-33.0,-3.0,Shot,Tobias Bjornfot Wrist Shot saved by Eric Comrie,2nd
-65.0,-11.0,Shot,Adrian Kempe Wrist Shot saved by Eric Comrie,2nd
-80.0,-29.0,Shot,Phillip Danault Wrist Shot saved by Eric Comrie,2nd
-78.0,-1.0,Shot,Alex Iafallo Wrist Shot saved by Eric Comrie,2nd
-74.0,1.0,Missed Shot,Alex Iafallo Wide of Net Eric Comrie,2nd
-81.0,6.0,Shot,Rasmus Kupari Snap Shot saved by Eric Comrie,2nd
-67.0,12.0,Shot,Carl Grundstrom Wrist Shot saved by Eric Comrie,2nd
-64.0,-29.0,Shot,Viktor Arvidsson Snap Shot saved by Eric Comrie,2nd
-40.0,7.0,Shot,Anze Kopitar Slap Shot saved by Eric Comrie,2nd
-81.0,-1.0,Shot,Trevor Moore Snap Shot saved by Eric Comrie,2nd
-85.0,-4.0,Shot,Dustin Brown Backhand saved by Eric Comrie,2nd
-56.0,-35.0,Shot,Arthur Kaliyev Wrist Shot saved by Eric Comrie,2nd
-78.0,8.0,Shot,Rasmus Kupari Snap Shot saved by Eric Comrie,3rd
-63.0,-15.0,Missed Shot,Adrian Kempe Wide of Net Eric Comrie,3rd
-48.0,-35.0,Shot,Carl Grundstrom Snap Shot saved by Eric Comrie,3rd
-37.0,-18.0,Shot,Olli Maatta Snap Shot saved by Eric Comrie,3rd
